Type,Frame,Fish1,Fish2
2,62,6,9
2,64,6,9
2,68,1,3
2,81,3,2
2,82,7,4
2,85,7,9
2,86,7,5
2,87,7,5
2,88,2,11
2,88,7,5
2,89,7,5
2,91,7,3
2,92,7,3
2,95,3,5
2,95,7,4
2,96,7,4
2,97,7,5
2,98,3,4
2,98,7,4
2,100,3,4
2,101,3,7
2,103,3,7
2,106,7,4
2,107,9,5
2,109,3,4
2,110,0,3
2,110,13,14
2,111,3,7
2,112,3,7
2,112,12,1
2,114,0,3
2,115,0,2
2,118,2,7
2,119,2,9
2,120,2,4
2,120,5,2
2,121,5,11
2,124,2,11
2,125,14,11
2,126,14,2
2,128,11,5
2,130,1,12
2,133,14,0
2,135,14,5
2,137,14,11
2,138,5,14
2,139,14,9
2,140,14,9
2,141,3,9
2,159,14,0
2,161,14,0
2,163,14,3
2,171,6,9
2,172,6,3
2,173,6,3
2,218,10,5
2,219,10,5
2,226,1,8
2,244,1,2
2,247,1,2
2,253,1,8
2,258,12,4
2,261,1,2
2,263,0,8
2,265,0,12
2,267,8,0
2,278,14,7
2,280,14,6
2,282,14,6
2,290,3,11
2,290,7,12
2,294,7,5
2,295,7,14
2,296,7,12
2,297,7,12
2,298,7,12
2,299,7,4
2,300,14,11
2,302,6,2
2,304,7,1
2,305,7,14
2,306,3,14
2,307,7,11
2,308,1,14
2,308,7,4
2,310,12,14
2,311,8,2
2,312,7,11
2,313,11,1
2,314,7,11
2,316,2,4
2,317,2,1
2,317,4,1
2,319,2,4
2,319,4,1
2,320,2,4
2,321,2,1
2,322,2,1
2,322,3,5
2,329,1,8
2,333,3,6
2,333,14,2
2,589,10,5
2,690,0,1
2,893,6,1
2,937,3,14
2,1000,1,14
2,1001,2,1
2,1002,2,6
2,1002,14,1
2,1004,2,6
2,1005,2,6
2,1007,2,5
2,1008,7,3
2,1011,2,5
2,1013,2,5
2,1017,2,5
2,1020,8,2
2,1022,8,2
2,1042,2,14
2,1045,2,5
2,1046,2,5
2,1047,2,5
2,1054,6,5
2,1074,4,5
2,1076,6,5
2,1077,3,11
2,1112,9,4
2,1113,9,4
2,1114,9,8
2,1117,9,8
2,1118,9,8
2,1121,9,5
2,1127,9,5
2,1129,9,5
2,1131,9,5
2,1133,9,5
2,1134,9,5
2,1136,9,5
2,1138,9,10
2,1334,0,11
2,1336,0,11
2,1354,14,9
2,1363,14,9
2,1365,14,12
2,1367,14,4
2,1369,1,5
2,1772,1,0
2,1773,1,3
2,1774,1,3
2,1792,1,8
2,1794,1,8
2,1796,1,0
2,1798,1,0
2,1800,1,0
2,1802,1,0
2,1819,10,8
2,1820,10,2
2,1821,10,2
2,1823,10,0
2,1825,10,0
2,1832,1,2
2,1848,3,12
2,1850,6,14
2,1854,1,13
2,1877,3,10
2,1881,7,6
2,1882,7,14
2,1885,7,14
2,1894,13,1
2,1906,1,2
2,1908,1,2
2,1910,1,4
2,2102,1,14
2,2104,13,8
2,2216,12,14
2,2217,12,10
2,2218,12,14
2,2220,9,0
2,2278,0,10
2,2283,0,13
2,2285,0,13
2,2360,9,8
2,2361,9,10
2,2364,9,10
2,2365,9,7
2,2367,9,7
2,2368,9,10
2,2468,3,2
2,2473,3,0
2,2523,7,8
2,2524,7,10
2,2525,7,10
2,2552,2,10
2,2557,2,10
2,2559,2,10
2,2665,14,12
2,2666,14,12
2,2822,13,10
2,2960,6,13
2,3028,11,7
2,3029,11,7
2,3042,11,8
2,3063,11,0
2,3084,10,4
2,3086,10,4
2,3088,10,11
2,3091,10,11
2,3093,10,11
2,3094,10,6
2,3099,10,12
2,3105,4,6
2,3161,4,14
2,3164,6,4
2,3175,7,14
2,3177,7,14
2,3178,7,14
2,3180,7,14
2,3181,7,14
2,3182,7,14
2,3183,7,14
2,3185,14,2
2,3186,14,2
2,3189,7,14
2,3207,14,2
2,3209,14,2
2,3222,6,14
2,3230,6,4
2,3238,9,14
2,3246,9,3
2,3393,0,1
2,3442,5,9
2,3443,5,9
2,3444,5,14
2,3445,5,14
2,3446,5,14
2,3447,5,14
2,3448,5,14
2,3450,5,4
2,3695,12,3
2,3793,1,6
2,3797,0,11
2,3798,1,6
2,3868,6,7
2,3948,14,3
2,3957,14,3
2,3958,14,0
2,3959,14,0
2,3960,14,0
2,3967,3,6
2,3968,3,1
2,3969,3,1
2,3970,3,1
2,3971,3,1
2,3982,5,3
2,3983,5,2
2,3987,5,4
2,3988,5,2
2,3990,5,6
2,3992,5,4
2,3993,5,4
2,3995,5,6
2,3997,5,0
2,3998,14,10
2,4003,5,1
2,4004,1,3
2,4028,5,3
2,4030,5,10
2,4031,5,10
2,4032,5,3
2,4037,3,10
2,4141,11,7
2,4143,11,7
2,4144,14,9
2,4146,11,7
2,4150,6,12
2,4153,0,4
2,4158,0,9
2,4161,0,4
2,4164,0,5
2,4166,0,5
2,4167,0,5
2,4169,0,5
2,4171,0,10
2,4178,5,8
2,4179,4,2
2,4180,5,10
2,4189,9,8
2,4211,9,2
2,4213,9,3
2,4216,9,3
2,4222,9,2
2,4223,9,3
2,4224,9,3
2,4225,9,3
2,4226,12,5
2,4230,4,2
2,4231,10,1
2,4234,4,13
2,4235,4,13
2,4237,4,13
2,4238,10,5
2,4239,10,5
2,4240,13,1
2,4242,10,11
2,4244,10,1
2,4247,10,8
2,4262,6,0
2,4263,6,1
2,4264,4,12
2,4268,8,0
2,4269,8,0
2,4270,8,0
2,4296,1,7
2,4297,1,9
2,4298,5,6
2,4299,1,9
2,4300,1,2
2,4342,0,8
2,4347,8,4
2,4428,14,7
2,4463,11,10
2,4465,0,7
2,4466,0,11
2,4467,0,11
2,4581,12,14
2,4583,12,9
2,4588,12,7
2,4589,12,7
2,4590,12,7
2,4591,12,7
2,4595,14,4
2,4598,1,3
2,4599,1,8
2,4600,1,9
2,4601,14,7
2,4602,14,4
2,4603,1,9
2,4607,1,9
2,4610,0,9
2,4611,0,9
2,4614,9,0
2,4615,1,0
2,4616,12,4
2,4618,1,0
2,4620,9,1
2,4621,1,0
2,4621,14,9
2,4622,14,9
2,4623,1,0
2,4624,1,0
2,4626,7,0
2,4627,7,0
2,4628,7,0
2,4685,9,4
2,4687,9,10
2,4689,10,14
2,4692,10,9
2,4693,10,14
2,4700,10,12
2,4705,10,12
2,4707,10,12
2,4713,7,10
2,4714,10,12
2,4768,6,0
2,4771,6,5
2,4773,6,0
2,4774,6,3
2,4775,6,3
2,4775,11,0
2,4776,6,3
2,4820,13,1
2,4831,0,13
2,4897,12,4
2,4951,12,4
2,5016,14,4
2,5017,14,4
2,5115,4,0
2,5119,5,6
2,5125,4,6
2,5225,5,3
2,5227,5,3
2,5234,2,1
2,5236,2,1
2,5237,1,3
2,5246,5,2
2,5249,5,9
2,5251,5,9
2,5253,5,14
2,5255,5,0
2,5257,5,14
2,5260,2,1
2,5262,2,1
2,5263,3,12
2,5267,2,1
2,5271,2,1
2,5273,2,1
2,5274,2,1
2,5275,2,0
2,5276,2,0
2,5278,2,0
2,5279,2,0
2,5280,2,0
2,5280,3,12
2,5281,3,12
2,5282,3,12
2,5283,3,12
2,5284,3,12
2,5291,2,5
2,5328,8,13
2,5329,8,13
2,5330,8,13
2,5331,8,13
2,5340,8,12
2,5341,8,3
2,5343,8,13
2,5345,8,12
2,5347,8,3
2,5349,8,12
2,5365,12,1
2,5388,0,13
2,5389,0,12
2,5395,14,1
2,5399,14,2
2,5401,14,10
2,5405,13,2
2,5406,13,10
2,5408,0,12
2,5410,1,8
2,5423,2,7
2,5425,11,2
2,5429,11,12
2,5437,11,7
2,5443,11,12
2,5447,11,13
2,5626,7,0
2,5627,7,0
2,5628,1,9
2,5629,1,9
2,5632,7,3
2,5690,8,2
2,5716,3,0
2,5720,11,10
2,5861,5,3
2,5904,9,13
2,5905,9,5
2,5908,9,0
2,5910,9,0
2,5928,2,6
2,5930,3,6
2,5932,8,2
2,5933,8,2
2,5977,0,10
2,6124,5,11
2,6125,5,11
2,6142,6,0
2,6143,6,13
2,6144,6,13
2,6147,6,0
2,6159,1,13
2,6162,9,6
2,6164,9,6
2,6232,5,8
2,6343,9,4
2,6358,6,8
2,6366,8,11
2,6371,6,8
2,6414,5,14
2,6444,9,10
2,6448,9,11
2,6449,6,12
2,6449,11,6
2,6476,1,12
2,6481,0,12
2,6489,0,11
2,6501,5,0
2,6522,9,5
2,6523,9,3
2,6533,5,9
2,6534,5,0
2,6537,4,13
2,6547,9,13
2,6569,3,9
2,6583,9,14
2,6622,5,4
2,6641,4,2
2,6661,9,4
2,6729,13,12
2,6732,13,12
2,6733,13,12
2,6734,13,12
2,6738,13,1
2,6739,12,13
2,6739,13,1
2,6740,5,12
2,6741,5,9
2,6743,5,9
2,6746,8,9
2,6747,8,9
2,6748,8,9
2,6749,8,9
2,6750,8,9
2,6770,4,3
2,6771,4,7
2,6772,4,7
2,6827,4,7
2,6850,8,13
2,7003,12,14
2,7004,12,14
2,7005,12,14
2,7008,12,14
2,7110,14,13
2,7165,13,1
