Type,Frame,Fish1,Fish2
-2,0,-1,-1
0,31,-1,-1
-1,31,-1,-1
0,33,-1,-1
-1,36,-1,-1
0,39,-1,-1
-1,40,-1,-1
0,42,-1,-1
-1,45,-1,-1
0,47,-1,-1
-1,47,-1,-1
0,60,-1,-1
-1,62,-1,-1
0,70,-1,-1
-1,71,-1,-1
0,74,-1,-1
-1,74,-1,-1
0,77,-1,-1
-1,77,-1,-1
0,80,-1,-1
-1,91,-1,-1
0,93,-1,-1
-1,94,-1,-1
1,115,1,-1
0,119,-1,-1
-1,120,-1,-1
0,122,-1,-1
-1,130,-1,-1
0,132,-1,-1
-1,153,-1,-1
1,157,7,-1
1,158,6,-1
0,159,-1,-1
-1,159,-1,-1
0,167,-1,-1
-1,167,-1,-1
0,191,-1,-1
-1,191,-1,-1
1,192,11,-1
0,198,-1,-1
-1,198,-1,-1
0,200,-1,-1
-1,200,-1,-1
0,202,-1,-1
-1,202,-1,-1
0,204,-1,-1
-1,207,-1,-1
0,210,-1,-1
-1,211,-1,-1
0,224,-1,-1
-1,224,-1,-1
0,243,-1,-1
-1,243,-1,-1
0,249,-1,-1
-1,249,-1,-1
0,263,-1,-1
-1,263,-1,-1
0,333,-1,-1
-1,333,-1,-1
0,1017,-1,-1
-1,1019,-1,-1
0,1023,-1,-1
-1,1024,-1,-1
0,1036,-1,-1
-1,1039,-1,-1
0,1041,-1,-1
-1,1041,-1,-1
1,1042,7,-1
0,1043,-1,-1
-1,1043,-1,-1
1,1044,1,-1
0,1045,-1,-1
-1,1047,-1,-1
0,1049,-1,-1
-1,1053,-1,-1
0,1055,-1,-1
-1,1058,-1,-1
0,1073,-1,-1
-1,1077,-1,-1
0,1079,-1,-1
-1,1079,-1,-1
0,1087,-1,-1
-1,1088,-1,-1
0,1092,-1,-1
-1,1092,-1,-1
0,1107,-1,-1
-1,1108,-1,-1
0,1128,-1,-1
-1,1128,-1,-1
0,1181,-1,-1
-1,1185,-1,-1
0,1205,-1,-1
-1,1206,-1,-1
0,1208,-1,-1
-1,1211,-1,-1
0,1213,-1,-1
-1,1219,-1,-1
1,1220,6,-1
0,1221,-1,-1
-1,1222,-1,-1
0,1224,-1,-1
-1,1224,-1,-1
0,1227,-1,-1
-1,1227,-1,-1
0,1234,-1,-1
-1,1235,-1,-1
1,1246,0,-1
0,1396,-1,-1
-1,1396,-1,-1
0,1398,-1,-1
-1,1399,-1,-1
0,1401,-1,-1
-1,1402,-1,-1
0,1404,-1,-1
-1,1404,-1,-1
0,1407,-1,-1
-1,1440,-1,-1
1,1446,14,-1
0,1529,-1,-1
-1,1529,-1,-1
1,1581,8,-1
0,1593,-1,-1
-1,1593,-1,-1
0,1627,-1,-1
-1,1627,-1,-1
0,2153,-1,-1
-1,2153,-1,-1
0,2155,-1,-1
-1,2157,-1,-1
0,2194,-1,-1
-1,2195,-1,-1
0,2316,-1,-1
-1,2321,-1,-1
0,2404,-1,-1
-1,2409,-1,-1
0,2496,-1,-1
-1,2496,-1,-1
0,2521,-1,-1
-1,2521,-1,-1
0,2635,-1,-1
-1,2635,-1,-1
0,2638,-1,-1
-1,2642,-1,-1
0,2644,-1,-1
-1,2645,-1,-1
0,2648,-1,-1
-1,2654,-1,-1
0,2656,-1,-1
-1,2657,-1,-1
0,2659,-1,-1
-1,2659,-1,-1
0,2661,-1,-1
-1,2661,-1,-1
0,2674,-1,-1
-1,2674,-1,-1
0,2676,-1,-1
-1,2678,-1,-1
0,2682,-1,-1
-1,2682,-1,-1
0,2684,-1,-1
-1,2684,-1,-1
0,2689,-1,-1
-1,2689,-1,-1
1,2696,8,-1
0,2710,-1,-1
-1,2710,-1,-1
0,2792,-1,-1
-1,2792,-1,-1
0,2795,-1,-1
-1,2795,-1,-1
1,2796,8,-1
0,2801,-1,-1
-1,2802,-1,-1
0,2807,-1,-1
-1,2808,-1,-1
0,2830,-1,-1
-1,2830,-1,-1
0,2832,-1,-1
-1,2832,-1,-1
0,2865,-1,-1
-1,2865,-1,-1
0,2868,-1,-1
-1,2870,-1,-1
0,2872,-1,-1
-1,2872,-1,-1
0,2875,-1,-1
-1,2877,-1,-1
0,2881,-1,-1
-1,2882,-1,-1
0,2890,-1,-1
-1,2892,-1,-1
0,2895,-1,-1
-1,2918,-1,-1
0,2920,-1,-1
-1,2921,-1,-1
0,2925,-1,-1
-1,2926,-1,-1
0,2932,-1,-1
-1,2932,-1,-1
0,2936,-1,-1
-1,2937,-1,-1
0,2941,-1,-1
-1,2941,-1,-1
0,2943,-1,-1
-1,2948,-1,-1
1,2951,4,-1
1,2953,5,-1
0,2955,-1,-1
-1,2955,-1,-1
0,2958,-1,-1
-1,2964,-1,-1
0,2967,-1,-1
-1,2967,-1,-1
1,2978,2,-1
1,2981,11,-1
1,2986,11,-1
0,2995,-1,-1
-1,2996,-1,-1
0,2998,-1,-1
-1,2999,-1,-1
0,3001,-1,-1
-1,3005,-1,-1
0,3007,-1,-1
-1,3010,-1,-1
0,3012,-1,-1
-1,3013,-1,-1
0,3015,-1,-1
-1,3015,-1,-1
0,3017,-1,-1
-1,3027,-1,-1
1,3028,9,-1
0,3030,-1,-1
-1,3030,-1,-1
0,3032,-1,-1
-1,3036,-1,-1
0,3041,-1,-1
-1,3043,-1,-1
0,3053,-1,-1
-1,3056,-1,-1
0,3059,-1,-1
-1,3060,-1,-1
0,3071,-1,-1
-1,3073,-1,-1
1,3083,14,-1
0,3084,-1,-1
-1,3085,-1,-1
0,3090,-1,-1
-1,3094,-1,-1
0,3128,-1,-1
-1,3128,-1,-1
0,3130,-1,-1
-1,3130,-1,-1
1,3133,2,-1
1,3142,11,-1
0,3332,-1,-1
-1,3332,-1,-1
0,3334,-1,-1
-1,3335,-1,-1
0,3338,-1,-1
-1,3338,-1,-1
0,3340,-1,-1
-1,3340,-1,-1
0,3343,-1,-1
-1,3355,-1,-1
1,3359,10,-1
0,3367,-1,-1
-1,3367,-1,-1
0,3369,-1,-1
-1,3373,-1,-1
0,3381,-1,-1
-1,3383,-1,-1
0,3385,-1,-1
-1,3386,-1,-1
1,3480,13,-1
0,3999,-1,-1
-1,4001,-1,-1
0,4007,-1,-1
-1,4008,-1,-1
1,4029,8,-1
0,4091,-1,-1
-1,4094,-1,-1
0,4096,-1,-1
-1,4096,-1,-1
0,4098,-1,-1
-1,4098,-1,-1
0,4109,-1,-1
-1,4110,-1,-1
0,4112,-1,-1
-1,4113,-1,-1
0,4116,-1,-1
-1,4117,-1,-1
0,4129,-1,-1
-1,4129,-1,-1
0,4133,-1,-1
-1,4133,-1,-1
0,4143,-1,-1
-1,4143,-1,-1
0,4152,-1,-1
-1,4152,-1,-1
0,4243,-1,-1
-1,4245,-1,-1
0,4247,-1,-1
-1,4249,-1,-1
0,4308,-1,-1
-1,4308,-1,-1
0,4316,-1,-1
-1,4316,-1,-1
0,4330,-1,-1
-1,4331,-1,-1
0,4340,-1,-1
-1,4344,-1,-1
1,4345,8,-1
1,4356,7,-1
0,4363,-1,-1
-1,4363,-1,-1
0,4419,-1,-1
-1,4419,-1,-1
1,4420,8,-1
0,4426,-1,-1
-1,4426,-1,-1
0,4429,-1,-1
-1,4430,-1,-1
1,4431,2,-1
0,4432,-1,-1
-1,4440,-1,-1
0,4442,-1,-1
-1,4446,-1,-1
1,4451,12,-1
0,4807,-1,-1
-1,4808,-1,-1
0,4810,-1,-1
-1,4810,-1,-1
0,4812,-1,-1
-1,4817,-1,-1
0,4819,-1,-1
-1,4820,-1,-1
1,4821,3,-1
0,4822,-1,-1
-1,4822,-1,-1
0,4824,-1,-1
-1,4825,-1,-1
0,4831,-1,-1
-1,4831,-1,-1
0,4837,-1,-1
-1,4837,-1,-1
0,4839,-1,-1
-1,4839,-1,-1
0,4842,-1,-1
-1,4842,-1,-1
0,4846,-1,-1
-1,4850,-1,-1
0,4853,-1,-1
-1,4853,-1,-1
0,4856,-1,-1
