Type,Frame,Fish1,Fish2
2,23,1,10
2,89,11,4
2,146,13,6
2,214,3,13
2,216,3,13
2,219,1,3
2,220,4,0
2,224,10,0
2,263,13,5
2,273,1,8
2,277,8,13
2,282,1,13
2,559,3,6
2,561,3,9
2,707,6,9
2,712,6,9
2,726,1,7
2,780,1,3
2,1360,10,13
2,1487,9,0
2,1499,9,4
2,1606,9,8
2,1610,14,7
2,1878,10,6
2,2289,11,5
2,2294,5,10
2,2296,5,11
2,2310,13,3
2,2326,10,13
2,2329,1,7
2,2331,1,13
2,2332,3,0
2,2335,10,7
2,2336,13,5
2,2348,5,0
2,2350,1,3
2,2353,5,7
2,2385,13,10
2,2388,13,5
2,2498,6,5
2,2500,6,2
2,2886,14,2
2,3371,4,12
2,3400,4,12
2,3439,6,12
2,3440,12,11
2,3441,6,12
2,3441,10,8
2,3459,8,9
2,3461,8,9
2,3467,4,1
2,3477,4,3
2,3479,4,0
2,3481,4,0
2,3485,4,0
2,3488,5,3
2,4156,11,9
2,4277,11,8
2,4281,11,8
2,4284,11,6
2,4288,11,6
2,4291,11,10
2,4292,11,10
2,4324,0,2
2,4364,5,7
2,4366,5,9
2,4368,5,9
2,4370,5,9
2,4373,5,7
2,4397,9,2
2,4405,9,5
2,4407,9,5
2,4457,0,13
2,4460,5,13
2,4471,4,3
2,4947,7,13
2,4948,7,1
2,4949,7,1
2,4952,14,11
2,5070,2,11
2,5081,2,5
2,5149,0,1
2,5164,0,11
2,6354,8,12
2,6603,6,9
2,6607,12,11
2,6610,12,5
2,6611,12,2
2,6899,4,6
2,6961,7,3
2,6964,7,3
2,6967,0,13
2,7542,5,8
2,7652,8,2
2,7744,4,12
2,7791,9,2
2,7851,4,9
2,7853,4,9
2,7874,8,0
2,7900,8,4
2,7903,8,4
2,7910,8,4
2,7912,8,4
2,7914,8,4
2,7921,3,4
2,9283,8,9
2,9469,0,11
2,9493,13,11
2,9496,13,11
2,9498,13,11
2,9836,5,2
2,9981,7,13
2,9985,7,12
2,9987,7,1
2,10159,8,9
2,10646,12,10
2,10693,1,10
2,10695,1,10
2,10697,1,10
2,10699,1,10
2,10986,3,7
2,11639,3,6
2,12024,1,11
2,12708,10,5
2,13124,4,2
2,13127,4,2
2,13194,10,9
2,13197,3,2
2,13199,3,2
2,13201,3,8
2,13203,3,8
2,13208,2,1
2,13489,12,4
2,13496,7,6
2,13526,2,6
2,13920,7,14
2,13924,7,0
2,13984,2,10
2,13993,7,14
2,13996,7,14
2,14012,7,5
2,14014,7,5
2,14050,3,5
2,14597,6,7
2,15099,2,11
2,15913,4,5
2,15983,11,8
2,16031,13,11
2,16378,11,5
2,16908,6,3
2,17691,8,1
2,17809,0,12
2,17839,9,12
2,17841,9,0
2,17843,9,0
2,18116,0,5
2,18118,0,5
2,18121,5,13
2,18356,6,8
2,18370,2,7
2,18402,10,8
2,18407,1,10
2,18459,2,13
2,18611,0,2
2,18715,9,5
2,18810,12,9
2,18813,12,5
2,18876,11,2
2,18885,12,2
2,18934,5,7
2,18957,2,11
2,18958,11,10
2,18962,11,10
2,18967,2,13
2,18975,2,10
2,18986,2,13
2,19011,7,10
2,19035,13,9
2,19041,8,2
2,19043,8,2
2,19045,8,2
2,19046,1,12
2,19047,8,2
2,19049,8,14
2,19051,8,14
2,19052,8,14
2,19053,10,2
2,19055,10,14
2,19057,10,14
2,19063,9,2
2,19064,9,2
2,19065,9,2
2,19066,9,14
2,19069,5,13
2,19071,0,14
2,19072,0,13
