Type,Frame,Fish1,Fish2
-1,0,-1,-1
0,2604,-1,-1
-1,2604,-1,-1
0,2609,-1,-1
-1,2610,-1,-1
0,2615,-1,-1
-1,2616,-1,-1
0,2628,-1,-1
-1,2628,-1,-1
0,2644,-1,-1
-1,2645,-1,-1
0,2661,-1,-1
-1,2661,-1,-1
0,2664,-1,-1
-1,2665,-1,-1
0,2671,-1,-1
-1,2672,-1,-1
0,2674,-1,-1
-1,2675,-1,-1
0,2690,-1,-1
-1,2692,-1,-1
0,2694,-1,-1
-1,2697,-1,-1
0,2699,-1,-1
-1,2730,-1,-1
0,2732,-1,-1
-1,2732,-1,-1
0,2851,-1,-1
-1,2852,-1,-1
0,2856,-1,-1
-1,2858,-1,-1
0,3926,-1,-1
-1,3926,-1,-1
0,3930,-1,-1
-1,3933,-1,-1
0,3937,-1,-1
-1,3937,-1,-1
0,3939,-1,-1
-1,3942,-1,-1
0,3947,-1,-1
-1,3947,-1,-1
0,3949,-1,-1
-1,3950,-1,-1
0,3953,-1,-1
-1,3970,-1,-1
0,3975,-1,-1
-1,3996,-1,-1
0,4000,-1,-1
-1,4001,-1,-1
0,4009,-1,-1
-1,4012,-1,-1
0,4014,-1,-1
-1,4014,-1,-1
0,4016,-1,-1
-1,4016,-1,-1
0,4019,-1,-1
-1,4019,-1,-1
0,4021,-1,-1
-1,4033,-1,-1
0,4038,-1,-1
-1,4051,-1,-1
0,4053,-1,-1
-1,4057,-1,-1
0,4060,-1,-1
-1,4060,-1,-1
0,4064,-1,-1
-1,4064,-1,-1
0,4067,-1,-1
-1,4070,-1,-1
0,4076,-1,-1
-1,4076,-1,-1
0,4079,-1,-1
-1,4083,-1,-1
0,4086,-1,-1
-1,4086,-1,-1
0,4353,-1,-1
-1,4354,-1,-1
0,4357,-1,-1
-1,4358,-1,-1
0,4362,-1,-1
-1,4390,-1,-1
0,4393,-1,-1
-1,4393,-1,-1
0,4395,-1,-1
-1,4396,-1,-1
0,4398,-1,-1
-1,4399,-1,-1
0,4415,-1,-1
-1,4425,-1,-1
0,4427,-1,-1
-1,4611,-1,-1
0,4613,-1,-1
-1,4631,-1,-1
0,5227,-1,-1
-1,5231,-1,-1
0,5239,-1,-1
-1,5240,-1,-1
0,5258,-1,-1
-1,5261,-1,-1
0,5265,-1,-1
-1,5265,-1,-1
0,5267,-1,-1
-1,5276,-1,-1
0,5278,-1,-1
-1,5281,-1,-1
0,5283,-1,-1
-1,5284,-1,-1
0,5286,-1,-1
-1,5287,-1,-1
0,5289,-1,-1
-1,5290,-1,-1
0,5293,-1,-1
-1,5293,-1,-1
0,5296,-1,-1
-1,5296,-1,-1
1,5297,2,-1
0,5299,-1,-1
-1,5301,-1,-1
0,5303,-1,-1
-1,5303,-1,-1
0,5310,-1,-1
-1,5314,-1,-1
0,5317,-1,-1
-1,5318,-1,-1
0,5323,-1,-1
-1,5323,-1,-1
0,5328,-1,-1
-1,5330,-1,-1
0,5333,-1,-1
-1,5339,-1,-1
0,5341,-1,-1
-1,5342,-1,-1
0,5346,-1,-1
-1,5346,-1,-1
0,5348,-1,-1
-1,5359,-1,-1
0,5361,-1,-1
-1,5361,-1,-1
0,5363,-1,-1
-1,5363,-1,-1
0,5365,-1,-1
-1,5365,-1,-1
0,5367,-1,-1
-1,5376,-1,-1
0,5379,-1,-1
-1,5379,-1,-1
0,5381,-1,-1
-1,5383,-1,-1
0,5385,-1,-1
-1,5415,-1,-1
0,5418,-1,-1
-1,5418,-1,-1
0,5483,-1,-1
-1,5483,-1,-1
0,5566,-1,-1
-1,5566,-1,-1
0,5570,-1,-1
-1,5570,-1,-1
0,5576,-1,-1
-1,5593,-1,-1
0,5596,-1,-1
-1,5597,-1,-1
0,5599,-1,-1
-1,5599,-1,-1
0,5601,-1,-1
-1,5602,-1,-1
0,5606,-1,-1
-1,5606,-1,-1
0,5608,-1,-1
-1,5621,-1,-1
0,7412,-1,-1
-1,7417,-1,-1
0,7433,-1,-1
-1,7442,-1,-1
0,7444,-1,-1
-1,7445,-1,-1
0,7448,-1,-1
-1,7448,-1,-1
0,7450,-1,-1
-1,7468,-1,-1
0,7471,-1,-1
-1,7471,-1,-1
0,7473,-1,-1
-1,7474,-1,-1
0,7479,-1,-1
-1,7479,-1,-1
0,7506,-1,-1
-1,7513,-1,-1
0,7517,-1,-1
-1,7518,-1,-1
0,7686,-1,-1
-1,7686,-1,-1
0,7688,-1,-1
-1,7688,-1,-1
0,7690,-1,-1
-1,7693,-1,-1
0,7695,-1,-1
-1,7721,-1,-1
0,7724,-1,-1
-1,7729,-1,-1
0,7731,-1,-1
-1,7781,-1,-1
0,7783,-1,-1
-1,7784,-1,-1
0,7786,-1,-1
-1,7788,-1,-1
0,7790,-1,-1
-1,7792,-1,-1
0,7794,-1,-1
-1,7798,-1,-1
0,7801,-1,-1
-1,7803,-1,-1
0,7808,-1,-1
-1,7808,-1,-1
0,7816,-1,-1
-1,7816,-1,-1
0,7820,-1,-1
-1,7821,-1,-1
0,7823,-1,-1
-1,7831,-1,-1
0,7833,-1,-1
-1,7834,-1,-1
0,7836,-1,-1
-1,7858,-1,-1
0,7860,-1,-1
-1,7862,-1,-1
0,7864,-1,-1
-1,7864,-1,-1
0,7866,-1,-1
-1,7866,-1,-1
0,7868,-1,-1
-1,7869,-1,-1
0,7871,-1,-1
-1,7871,-1,-1
0,7873,-1,-1
-1,7875,-1,-1
0,7879,-1,-1
-1,7929,-1,-1
0,7931,-1,-1
-1,7938,-1,-1
0,7940,-1,-1
-1,7947,-1,-1
1,8911,6,-1
0,8937,-1,-1
-1,8941,-1,-1
0,8945,-1,-1
-1,8953,-1,-1
0,8959,-1,-1
-1,8960,-1,-1
0,8962,-1,-1
-1,9026,-1,-1
0,9028,-1,-1
-1,9041,-1,-1
0,9043,-1,-1
-1,9074,-1,-1
0,9077,-1,-1
-1,9077,-1,-1
0,9085,-1,-1
-1,9085,-1,-1
0,9088,-1,-1
-1,9088,-1,-1
0,9094,-1,-1
-1,9094,-1,-1
