Type,Frame,Fish1,Fish2
-2,0,-1,-1
2,214,12,14
2,216,12,8
2,218,12,7
0,1013,-1,-1
-1,1015,-1,-1
2,1035,11,12
2,1036,11,12
2,1039,7,10
2,1066,5,13
2,1115,8,14
2,1141,14,8
1,1450,3,-1
1,1451,3,-1
0,1484,-1,-1
-1,1484,-1,-1
2,1488,4,6
2,1489,4,6
2,1491,15,10
0,1492,-1,-1
-1,1492,-1,-1
2,1503,11,12
2,1505,11,14
2,1508,11,12
0,1509,-1,-1
-1,1509,-1,-1
2,1510,11,12
2,1511,11,12
0,1530,-1,-1
-1,1531,-1,-1
0,1533,-1,-1
-1,1541,-1,-1
2,1542,11,6
0,1543,-1,-1
-1,1544,-1,-1
0,1555,-1,-1
-1,1555,-1,-1
0,1596,-1,-1
-1,1596,-1,-1
0,1598,-1,-1
-1,1599,-1,-1
2,1605,2,6
2,1606,2,7
2,1607,2,7
2,1609,2,7
2,1655,5,6
2,1658,6,5
2,1660,6,5
2,1661,6,5
2,1663,4,13
2,1664,4,6
2,1665,14,11
2,1687,13,4
2,1707,3,4
1,1993,14,-1
1,1994,11,-1
0,1995,-1,-1
-1,1998,-1,-1
0,2000,-1,-1
-1,2000,-1,-1
0,2003,-1,-1
-1,2004,-1,-1
1,2008,2,-1
1,2009,12,-1
1,2011,9,-1
2,2015,6,11
2,2019,5,2
0,2032,-1,-1
-1,2033,-1,-1
2,2035,3,12
0,2036,-1,-1
-1,2036,-1,-1
0,2038,-1,-1
-1,2038,-1,-1
2,2039,3,9
2,2067,10,12
0,2074,-1,-1
-1,2077,-1,-1
0,2079,-1,-1
-1,2080,-1,-1
2,2081,4,10
1,2083,14,-1
2,2083,4,8
2,2087,14,7
2,2089,14,6
2,2090,14,2
2,2091,14,2
2,2092,14,2
2,2095,4,6
0,2099,-1,-1
-1,2099,-1,-1
0,2138,-1,-1
-1,2138,-1,-1
0,2140,-1,-1
-1,2140,-1,-1
2,2142,8,2
2,2143,8,6
2,2145,6,15
0,2198,-1,-1
-1,2198,-1,-1
0,2200,-1,-1
-1,2200,-1,-1
2,2201,8,11
2,2203,2,8
2,2204,8,2
0,2206,-1,-1
-1,2206,-1,-1
0,2209,-1,-1
-1,2211,-1,-1
2,2216,11,15
2,2219,10,15
2,2224,10,11
0,2488,-1,-1
-1,2496,-1,-1
2,2507,3,4
2,2543,11,4
2,2544,11,6
2,2545,11,6
2,2548,3,14
2,2582,2,4
2,2586,15,2
2,2588,6,9
2,2589,4,9
2,2613,3,13
2,2615,3,13
2,2616,3,13
2,2617,3,13
2,2618,3,13
2,2621,3,4
2,2623,3,10
2,2645,6,2
2,2867,4,7
2,2889,4,12
0,2915,-1,-1
-1,2915,-1,-1
2,2917,3,9
2,2918,3,9
2,2919,3,9
2,2926,7,4
2,3038,7,5
0,3421,-1,-1
-1,3429,-1,-1
2,3438,5,4
2,3439,5,4
2,3440,5,4
0,3450,-1,-1
-1,3450,-1,-1
2,3451,10,1
0,3452,-1,-1
-1,3452,-1,-1
2,3454,10,8
0,3457,-1,-1
-1,3462,-1,-1
2,3463,8,6
2,3465,8,4
2,3466,8,6
2,3496,13,12
2,3531,1,13
2,3798,1,0
0,3875,-1,-1
-1,3875,-1,-1
2,4307,12,3
2,4310,12,3
2,4312,12,10
2,5003,0,12
0,5284,-1,-1
-1,5284,-1,-1
2,5355,8,9
2,7846,12,15
2,7847,12,5
2,7849,12,5
2,7850,12,5
2,7852,12,15
2,7853,12,5
2,7854,12,5
2,7855,12,5
2,7856,12,5
2,7857,12,5
2,7858,12,5
2,7859,12,13
2,7860,12,13
2,7861,12,13
2,7862,12,13
2,7863,12,13
2,7864,12,13
2,7865,12,13
2,7867,12,15
2,7869,12,13
2,7870,12,13
2,7871,12,13
2,7873,12,13
2,7874,12,13
2,7875,12,13
2,7876,12,5
2,7877,12,13
2,7878,12,5
2,7881,12,5
2,7882,12,5
2,7883,12,5
2,7885,12,5
2,7886,12,5
2,7887,12,5
2,7888,12,5
2,7890,12,5
2,7892,12,5
2,7900,12,15
2,7905,12,15
2,7911,12,5
2,7913,12,5
2,7914,12,5
2,7915,12,5
2,7917,12,5
2,7920,12,5
2,7922,12,5
2,7923,12,5
2,7926,12,5
2,7928,12,5
2,7931,12,5
2,7933,12,7
2,7982,14,5
2,9376,6,0
0,9377,-1,-1
-1,9377,-1,-1
2,9379,6,5
2,9944,4,8
0,11932,-1,-1
-1,11932,-1,-1
0,12031,-1,-1
-1,12031,-1,-1
0,12893,-1,-1
-1,12893,-1,-1
0,14272,-1,-1
-1,14272,-1,-1
0,14591,-1,-1
-1,14591,-1,-1
2,14596,4,0
2,14598,4,0
0,15156,-1,-1
-1,15156,-1,-1
1,15729,7,-1
2,15749,7,3
0,15766,-1,-1
-1,15766,-1,-1
2,15770,15,13
2,15824,7,13
2,15825,7,8
2,15826,7,8
2,15844,7,8
2,15871,7,4
2,15873,7,4
1,17621,8,-1
2,17629,10,14
2,17653,0,2
2,17656,6,2
2,17658,7,15
2,17688,15,3
2,17697,15,3
2,17698,15,3
2,17729,6,3
2,17742,0,6
2,17743,0,6
2,18000,4,14
2,18001,4,14
-2,18072,-1,-1
