Type,Frame,Fish1,Fish2
2,3,7,10
2,7,7,10
2,8,7,10
2,9,7,10
2,24,4,2
2,30,0,5
2,31,0,5
2,39,9,1
2,47,12,13
2,50,12,13
2,54,4,8
2,61,4,11
2,63,13,12
2,65,12,6
2,72,10,1
2,73,10,1
2,74,10,1
2,81,10,2
2,84,12,6
2,86,12,6
2,89,12,7
2,92,12,7
2,94,12,6
2,95,12,6
2,99,12,7
2,100,4,7
2,110,12,1
2,112,7,12
2,164,0,8
2,165,0,8
2,172,12,13
2,173,14,6
2,174,14,6
2,176,14,6
2,182,11,12
2,184,12,6
2,187,12,6
2,195,12,6
2,197,0,10
2,198,0,10
2,208,13,6
2,290,7,2
2,303,12,7
2,311,12,2
2,475,12,7
2,532,10,9
2,546,1,10
2,547,1,10
2,560,7,3
2,565,7,3
2,569,0,13
2,570,7,3
2,574,12,2
2,584,7,8
2,585,7,8
2,717,12,7
2,738,12,8
2,739,12,8
2,745,12,9
2,748,12,5
2,749,7,9
2,750,7,9
2,751,7,9
2,753,8,11
2,754,7,9
2,764,12,5
2,768,12,3
2,769,12,5
2,771,12,3
2,775,12,3
2,776,12,3
2,800,14,9
2,804,14,9
2,873,10,0
2,878,7,10
2,899,7,8
2,913,12,4
2,914,12,4
2,926,12,4
2,930,12,4
2,940,12,2
2,992,12,8
2,1061,0,7
2,1276,14,2
2,1290,12,3
2,1291,4,5
2,1291,8,1
2,1311,13,1
2,1346,12,9
2,1347,12,9
2,1354,13,3
2,1355,12,9
2,1358,12,9
2,1380,10,14
2,1552,6,11
2,1557,4,5
2,1562,0,2
2,1566,4,13
2,1573,4,11
2,1636,9,1
2,1638,9,12
2,1662,14,9
2,1695,12,7
2,1707,7,0
2,1708,7,0
2,1710,12,7
2,1720,7,2
2,1723,7,2
2,1726,2,8
2,1729,2,6
2,1731,14,7
2,1732,14,7
2,1736,7,9
2,1747,14,12
2,1748,14,12
2,1756,14,12
2,1759,14,12
2,1767,8,2
2,1772,4,5
2,1774,8,0
2,1775,10,14
2,1778,8,0
2,1783,2,10
2,1785,12,10
2,1786,12,10
2,1793,4,2
2,1796,12,10
2,1797,13,9
2,1802,6,5
2,1806,2,4
2,1807,2,4
2,1811,7,12
2,1822,12,7
2,1823,12,7
2,1827,12,10
2,1830,7,13
2,1831,14,0
2,1853,12,11
2,1855,4,5
2,1876,6,4
2,1877,6,4
2,1889,7,12
2,1891,7,11
2,1929,12,13
2,1946,12,14
2,1949,12,13
2,1961,12,14
2,1963,12,14
2,1964,12,6
2,1972,14,12
