Type,Frame,Fish1,Fish2
2,2077,0,0
2,2081,0,4
2,2138,0,0
2,2139,0,0
2,2589,0,0
2,2867,0,0
2,2889,0,1
2,3440,0,4
2,3441,0,4
2,5045,0,7
2,5046,0,7
2,5047,0,7
2,2065,0,7
2,2099,0,7
2,2586,0,13
2,2587,0,1
2,5429,0,7
2,6120,0,7
2,15748,0,2
2,1706,0,4
2,1707,0,13
2,1708,0,4
2,2031,0,3
2,2035,0,0
2,2039,0,2
2,3496,0,1
2,17653,0,6
2,17743,0,2
2,1489,0,13
2,1647,0,1
2,1661,0,1
2,1663,0,13
2,1664,0,13
2,1835,0,3
2,2153,0,3
2,6099,0,7
2,1066,0,11
2,1545,0,1
2,1657,0,13
2,1662,0,13
2,1663,0,11
2,1664,0,3
2,1995,0,1
2,2074,0,1
2,2220,0,15
2,3466,0,2
2,3463,0,2
2,3464,0,15
2,3465,0,15
2,3466,0,2
2,1038,0,2
2,1039,0,15
2,2083,0,5
2,2101,0,5
2,7983,0,10
2,15844,0,15
2,1822,0,1
2,1823,0,3
2,1832,0,3
2,4306,0,2
2,5036,0,14
2,5037,0,0
2,5038,0,0
2,5039,0,0
2,5040,0,0
2,9943,0,9
2,9944,0,9
2,11552,0,9
2,1725,0,3
2,1726,0,2
2,3037,0,8
2,3038,0,8
2,15379,0,12
2,1492,0,13
2,1646,0,11
2,1651,0,13
2,1655,0,1
2,1657,0,4
2,15868,0,15
2,15869,0,13
2,15870,0,13
2,15872,0,15
2,15873,0,1
2,15875,0,15
2,15876,0,13
2,15877,0,15
2,15878,0,15
2,15879,0,15
2,16147,0,15
2,17657,0,6
2,17658,0,15
2,1503,0,13
2,1504,0,11
2,1505,0,11
2,1507,0,13
2,1508,0,11
2,1511,0,13
2,1542,0,13
2,1562,0,3
2,1563,0,6
2,1564,0,1
2,1565,0,1
2,1566,0,11
2,1569,0,13
2,2203,0,15
2,2209,0,15
2,6128,0,7
2,17653,0,2
2,215,0,3
2,216,0,10
2,217,0,10
2,218,0,10
2,1553,0,3
2,1554,0,2
2,1578,0,13
2,1589,0,1
2,1590,0,1
2,1824,0,3
2,1826,0,12
2,2227,0,15
2,2311,0,2
2,2318,0,2
2,2324,0,15
2,2507,0,10
2,2536,0,11
2,2544,0,11
2,2545,0,0
2,2550,0,11
2,1687,0,3
2,1141,0,2
2,1637,0,3
2,1638,0,2
2,1665,0,0
2,2152,0,15
2,2588,0,1
2,2645,0,11
2,2646,0,10
2,2541,0,11
2,2542,0,0
2,2547,0,11
2,2548,0,0
2,2583,0,1
2,2620,0,1
2,2621,0,2
2,2622,0,2
2,2623,0,15
2,2919,0,11
2,2020,0,1
2,2041,0,2
2,2123,0,10
2,2590,0,15
2,2647,0,0
2,2648,0,7
2,2649,0,7
2,2650,0,7
2,3378,0,11
2,3379,0,9
2,6976,0,8
2,15749,0,1
2,15826,0,13
2,17656,0,6
2,17723,0,2
2,17729,0,2
