Type,Frame,Fish1,Fish2
-1,0,-1,-1
0,1,-1,-1
2,10,12,14
-1,13,-1,-1
0,15,-1,-1
2,31,10,12
2,52,10,2
2,81,7,13
2,102,7,10
2,103,7,12
2,103,9,7
2,120,9,7
2,125,12,9
2,128,12,4
2,129,12,9
2,130,7,4
2,130,12,9
2,131,12,9
2,133,7,8
2,133,12,9
2,134,7,8
2,138,10,9
2,138,12,9
2,142,12,9
2,145,9,12
2,147,10,4
2,148,12,9
2,151,9,4
2,152,9,12
2,152,12,4
2,153,8,5
2,153,12,9
2,154,8,5
2,155,8,5
2,156,10,4
2,157,7,9
2,157,10,3
2,159,7,5
2,159,10,9
2,159,12,9
2,160,10,9
2,160,12,9
2,162,9,12
2,163,9,12
2,164,12,3
-1,165,-1,-1
2,165,8,5
2,166,8,4
0,167,-1,-1
2,167,9,12
2,169,7,12
2,170,8,3
2,172,12,3
2,173,10,7
2,174,7,10
2,175,7,10
2,175,10,7
2,176,7,10
2,176,10,7
2,178,12,3
2,179,7,10
2,182,8,9
2,182,12,3
2,183,9,10
2,185,9,8
2,187,9,8
2,189,7,4
2,189,9,8
2,190,9,8
2,193,9,8
-1,196,-1,-1
2,197,8,4
2,197,10,7
0,198,-1,-1
2,200,10,7
2,201,7,10
2,202,8,9
2,204,10,7
2,206,7,9
2,211,9,5
2,212,10,7
2,213,8,9
2,216,8,9
2,217,7,6
2,218,7,6
2,218,10,7
2,221,6,3
-1,222,-1,-1
2,222,6,3
2,226,10,7
2,227,8,4
2,228,7,12
2,229,10,7
2,231,10,7
2,232,7,6
2,234,8,4
2,240,8,6
2,241,14,13
2,243,7,9
2,248,6,4
2,249,8,13
2,251,7,1
2,252,7,1
2,254,3,7
2,256,6,7
2,257,6,7
2,264,9,5
2,274,7,6
2,274,9,10
2,282,6,4
2,286,9,10
2,293,7,13
2,297,7,8
2,298,9,5
2,305,9,10
2,307,9,2
2,308,7,1
2,309,7,1
2,312,9,7
2,314,6,1
2,315,6,1
2,317,6,1
2,317,8,0
2,318,8,0
2,319,6,0
2,322,7,5
2,324,6,0
2,325,6,0
2,331,8,14
2,335,9,2
2,338,7,13
2,342,7,13
2,351,7,13
2,353,8,2
2,353,9,5
2,354,9,5
2,355,14,0
2,357,7,1
2,358,7,1
2,359,9,7
2,360,6,0
2,360,7,1
2,362,6,0
2,362,14,2
2,363,14,2
2,364,10,9
2,365,6,1
2,365,10,9
2,366,12,9
2,366,14,2
2,369,12,9
2,370,8,2
2,370,9,7
2,371,8,2
2,373,12,9
2,377,14,13
2,381,7,5
2,382,10,9
2,385,7,9
2,389,11,10
2,398,9,12
2,403,10,12
2,404,10,12
2,405,6,1
2,406,6,1
2,407,10,11
2,410,7,1
2,411,6,1
2,414,7,6
2,414,13,1
2,416,6,7
2,416,13,1
2,418,14,6
2,420,7,11
2,424,6,1
2,426,7,1
2,427,6,8
2,427,7,1
2,428,14,0
2,431,6,8
2,431,13,11
2,432,13,11
2,436,6,11
2,438,6,13
2,438,9,11
2,439,9,11
2,440,7,2
2,441,7,2
2,441,13,5
2,442,9,11
2,442,13,5
2,443,7,1
2,444,13,7
2,450,6,8
2,450,9,10
2,452,7,12
2,462,9,2
2,466,7,2
2,468,6,8
2,468,9,7
2,469,14,3
2,471,6,8
2,471,7,9
2,474,6,8
2,474,9,7
2,475,9,12
2,475,14,3
2,476,9,12
2,476,14,3
